;cep;bairro
8614;91170-430;Santa Rosa de Lima
8615;91180-041;Rubem Berta
8616;91750-740;Vila Nova
8617;91751-370;Cavalhada
8618;91755-054;Hípica
8619;90450-220;Mont Serrat
8620;91280-223;Mário Quintana
8621;91790-470;Restinga
8622;91350-090;Passo da Areia
8623;90690-270;Jardim Botânico
8624;91787-365;Belém Velho
8625;91780-350;Belém Novo
8626;91130-690;Sarandi
8627;91050-350;Jardim Lindóia
8628;91450-157;Jardim Carvalho
8629;91787-778;Hípica
8630;91760-680;Ipanema
8631;91755-320;Aberta dos Morros
8632;91110-400;Sarandi
8633;91120-290;Sarandi
8634;91120-640;Sarandi
8635;91740-800;Vila Nova
8636;91060-170;São Sebastião
8637;91751-210;Ipanema
8638;91787-822;Hípica
8639;91170-430;Santa Rosa de Lima
8640;91180-041;Rubem Berta
8641;91750-740;Vila Nova
8642;91751-370;Cavalhada
8643;91755-054;Hípica
8644;90450-220;Mont Serrat
8645;91280-223;Mário Quintana
8646;91790-470;Restinga
8647;91350-090;Passo da Areia
8648;90690-270;Jardim Botânico
8649;91787-365;Belém Velho
8650;91780-350;Belém Novo
8651;91130-690;Sarandi
8652;91050-350;Jardim Lindóia
8653;91450-157;Jardim Carvalho
8654;91787-778;Hípica
8655;91760-680;Ipanema
8656;91755-320;Aberta dos Morros
8657;91110-400;Sarandi
8658;91120-290;Sarandi
8659;91120-640;Sarandi
8660;91740-800;Vila Nova
8661;91060-170;São Sebastião
8662;91751-210;Ipanema
8663;91787-822;Hípica
8664;91170-430;Santa Rosa de Lima
8665;91180-041;Rubem Berta
8666;91750-740;Vila Nova
8667;91751-370;Cavalhada
8668;91755-054;Hípica
8669;90450-220;Mont Serrat
8670;91280-223;Mário Quintana
8671;91790-470;Restinga
8672;91350-090;Passo da Areia
8673;90690-270;Jardim Botânico
8674;91787-365;Belém Velho
8675;91780-350;Belém Novo
8676;91130-690;Sarandi
8677;91050-350;Jardim Lindóia
8678;91450-157;Jardim Carvalho
8679;91787-778;Hípica
8680;91760-680;Ipanema
8681;91755-320;Aberta dos Morros
8682;91110-400;Sarandi
8683;91120-290;Sarandi
8684;91120-640;Sarandi
8685;91740-800;Vila Nova
8686;91060-170;São Sebastião
8687;91751-210;Ipanema
8688;91787-822;Hípica
8689;91170-430;Santa Rosa de Lima
8690;91180-041;Rubem Berta
8691;91750-740;Vila Nova
8692;91751-370;Cavalhada
8693;91755-054;Hípica
8694;90450-220;Mont Serrat
8695;91280-223;Mário Quintana
8696;91790-470;Restinga
8697;91350-090;Passo da Areia
8698;90690-270;Jardim Botânico
8699;91787-365;Belém Velho
8700;91780-350;Belém Novo
8701;91130-690;Sarandi
8702;91050-350;Jardim Lindóia
8703;91450-157;Jardim Carvalho
8704;91787-778;Hípica
8705;91760-680;Ipanema
8706;91755-320;Aberta dos Morros
8707;91110-400;Sarandi
8708;91120-290;Sarandi
8709;91120-640;Sarandi
8710;91740-800;Vila Nova
8711;91060-170;São Sebastião
8712;91751-210;Ipanema
8713;91787-822;Hípica
8714;91170-430;Santa Rosa de Lima
8715;91180-041;Rubem Berta
8716;91750-740;Vila Nova
8717;91751-370;Cavalhada
8718;91755-054;Hípica
8719;90450-220;Mont Serrat
8720;91280-223;Mário Quintana
8721;91790-470;Restinga
8722;91350-090;Passo da Areia
8723;90690-270;Jardim Botânico
8724;91787-365;Belém Velho
8725;91780-350;Belém Novo
8726;91130-690;Sarandi
8727;91050-350;Jardim Lindóia
8728;91450-157;Jardim Carvalho
8729;91787-778;Hípica
8730;91760-680;Ipanema
8731;91755-320;Aberta dos Morros
8732;91110-400;Sarandi
8733;91120-290;Sarandi
8734;91120-640;Sarandi
8735;91740-800;Vila Nova
8736;91060-170;São Sebastião
8737;91751-210;Ipanema
8738;91787-822;Hípica
8739;91170-430;Santa Rosa de Lima
8740;91180-041;Rubem Berta
8741;91750-740;Vila Nova
8742;91751-370;Cavalhada
8743;91755-054;Hípica
8744;90450-220;Mont Serrat
8745;91280-223;Mário Quintana
8746;91790-470;Restinga
8747;91350-090;Passo da Areia
8748;90690-270;Jardim Botânico
8749;91787-365;Belém Velho
8750;91780-350;Belém Novo
8751;91130-690;Sarandi
8752;91050-350;Jardim Lindóia
8753;91450-157;Jardim Carvalho
8754;91787-778;Hípica
8755;91760-680;Ipanema
8756;91755-320;Aberta dos Morros
8757;91110-400;Sarandi
8758;91120-290;Sarandi
8759;91120-640;Sarandi
8760;91740-800;Vila Nova
8761;91060-170;São Sebastião
8762;91751-210;Ipanema
8763;91787-822;Hípica
8764;91170-430;Santa Rosa de Lima
8765;91180-041;Rubem Berta
8766;91750-740;Vila Nova
8767;91751-370;Cavalhada
8768;91755-054;Hípica
8769;90450-220;Mont Serrat
8770;91280-223;Mário Quintana
8771;91790-470;Restinga
8772;91350-090;Passo da Areia
8773;90690-270;Jardim Botânico
8774;91787-365;Belém Velho
8775;91780-350;Belém Novo
8776;91130-690;Sarandi
8777;91050-350;Jardim Lindóia
8778;91450-157;Jardim Carvalho
8779;91787-778;Hípica
8780;91760-680;Ipanema
8781;91755-320;Aberta dos Morros
8782;91110-400;Sarandi
8783;91120-290;Sarandi
8784;91120-640;Sarandi
8785;91740-800;Vila Nova
8786;91060-170;São Sebastião
8787;91751-210;Ipanema
8788;91787-822;Hípica
8789;91170-430;Santa Rosa de Lima
8790;91180-041;Rubem Berta
8791;91750-740;Vila Nova
8792;91751-370;Cavalhada
8793;91755-054;Hípica
8794;90450-220;Mont Serrat
8795;91280-223;Mário Quintana
8796;91790-470;Restinga
8797;91350-090;Passo da Areia
8798;90690-270;Jardim Botânico
8799;91787-365;Belém Velho
8800;91780-350;Belém Novo
8801;91130-690;Sarandi
8802;91050-350;Jardim Lindóia
8803;91450-157;Jardim Carvalho
8804;91787-778;Hípica
8805;91760-680;Ipanema
8806;91755-320;Aberta dos Morros
8807;91110-400;Sarandi
8808;91120-290;Sarandi
8809;91120-640;Sarandi
8810;91740-800;Vila Nova
8811;91060-170;São Sebastião
8812;91751-210;Ipanema
8813;91787-822;Hípica
8814;91170-430;Santa Rosa de Lima
8815;91180-041;Rubem Berta
8816;91750-740;Vila Nova
8817;91751-370;Cavalhada
8818;91755-054;Hípica
8819;90450-220;Mont Serrat
8820;91280-223;Mário Quintana
8821;91790-470;Restinga
8822;91350-090;Passo da Areia
8823;90690-270;Jardim Botânico
8824;91787-365;Belém Velho
8825;91780-350;Belém Novo
8826;91130-690;Sarandi
8827;91050-350;Jardim Lindóia
8828;91450-157;Jardim Carvalho
8829;91787-778;Hípica
8830;91760-680;Ipanema
8831;91755-320;Aberta dos Morros
8832;91110-400;Sarandi
8833;91120-290;Sarandi
8834;91120-640;Sarandi
8835;91740-800;Vila Nova
8836;91060-170;São Sebastião
8837;91751-210;Ipanema
8838;91787-822;Hípica
8839;91170-430;Santa Rosa de Lima
8840;91180-041;Rubem Berta
8841;91750-740;Vila Nova
8842;91751-370;Cavalhada
8843;91755-054;Hípica
8844;90450-220;Mont Serrat
8845;91280-223;Mário Quintana
8846;91790-470;Restinga
8847;91350-090;Passo da Areia
8848;90690-270;Jardim Botânico
8849;91787-365;Belém Velho
8850;91780-350;Belém Novo
8851;91130-690;Sarandi
8852;91050-350;Jardim Lindóia
8853;91450-157;Jardim Carvalho
8854;91787-778;Hípica
8855;91760-680;Ipanema
8856;91755-320;Aberta dos Morros
8857;91110-400;Sarandi
8858;91120-290;Sarandi
8859;91120-640;Sarandi
8860;91740-800;Vila Nova
8861;91060-170;São Sebastião
8862;91751-210;Ipanema
8863;91787-822;Hípica
8864;91170-430;Santa Rosa de Lima
8865;91180-041;Rubem Berta
8866;91750-740;Vila Nova
8867;91751-370;Cavalhada
8868;91755-054;Hípica
8869;90450-220;Mont Serrat
8870;91280-223;Mário Quintana
8871;91790-470;Restinga
8872;91350-090;Passo da Areia
8873;90690-270;Jardim Botânico
8874;91787-365;Belém Velho
8875;91780-350;Belém Novo
8876;91130-690;Sarandi
8877;91050-350;Jardim Lindóia
8878;91450-157;Jardim Carvalho
8879;91787-778;Hípica
8880;91760-680;Ipanema
8881;91755-320;Aberta dos Morros
8882;91110-400;Sarandi
8883;91120-290;Sarandi
8884;91120-640;Sarandi
8885;91740-800;Vila Nova
8886;91060-170;São Sebastião
8887;91751-210;Ipanema
8888;91787-822;Hípica
8889;91170-430;Santa Rosa de Lima
8890;91180-041;Rubem Berta
8891;91750-740;Vila Nova
8892;91751-370;Cavalhada
8893;91755-054;Hípica
8894;90450-220;Mont Serrat
8895;91280-223;Mário Quintana
8896;91790-470;Restinga
8897;91350-090;Passo da Areia
8898;90690-270;Jardim Botânico
8899;91787-365;Belém Velho
8900;91780-350;Belém Novo
8901;91130-690;Sarandi
8902;91050-350;Jardim Lindóia
8903;91450-157;Jardim Carvalho
8904;91787-778;Hípica
8905;91760-680;Ipanema
8906;91755-320;Aberta dos Morros
8907;91110-400;Sarandi
8908;91120-290;Sarandi
8909;91120-640;Sarandi
8910;91740-800;Vila Nova
8911;91060-170;São Sebastião
8912;91751-210;Ipanema
8913;91787-822;Hípica
8914;91170-430;Santa Rosa de Lima
8915;91180-041;Rubem Berta
8916;91750-740;Vila Nova
8917;91751-370;Cavalhada
8918;91755-054;Hípica
8919;90450-220;Mont Serrat
8920;91280-223;Mário Quintana
8921;91790-470;Restinga
8922;91350-090;Passo da Areia
8923;90690-270;Jardim Botânico
8924;91787-365;Belém Velho
8925;91780-350;Belém Novo
8926;91130-690;Sarandi
8927;91050-350;Jardim Lindóia
8928;91450-157;Jardim Carvalho
8929;91787-778;Hípica
8930;91760-680;Ipanema
8931;91755-320;Aberta dos Morros
8932;91110-400;Sarandi
8933;91120-290;Sarandi
8934;91120-640;Sarandi
8935;91740-800;Vila Nova
8936;91060-170;São Sebastião
8937;91751-210;Ipanema
8938;91787-822;Hípica
8939;91170-430;Santa Rosa de Lima
8940;91180-041;Rubem Berta
8941;91750-740;Vila Nova
8942;91751-370;Cavalhada
8943;91755-054;Hípica
8944;90450-220;Mont Serrat
8945;91280-223;Mário Quintana
8946;91790-470;Restinga
8947;91350-090;Passo da Areia
8948;90690-270;Jardim Botânico
8949;91787-365;Belém Velho
8950;91780-350;Belém Novo
8951;91130-690;Sarandi
8952;91050-350;Jardim Lindóia
8953;91450-157;Jardim Carvalho
8954;91787-778;Hípica
8955;91760-680;Ipanema
8956;91755-320;Aberta dos Morros
8957;91110-400;Sarandi
8958;91120-290;Sarandi
8959;91120-640;Sarandi
8960;91740-800;Vila Nova
8961;91060-170;São Sebastião
8962;91751-210;Ipanema
8963;91787-822;Hípica
8964;91170-430;Santa Rosa de Lima
8965;91180-041;Rubem Berta
8966;91750-740;Vila Nova
8967;91751-370;Cavalhada
8968;91755-054;Hípica
8969;90450-220;Mont Serrat
8970;91280-223;Mário Quintana
8971;91790-470;Restinga
8972;91350-090;Passo da Areia
8973;90690-270;Jardim Botânico
8974;91787-365;Belém Velho
8975;91780-350;Belém Novo
8976;91130-690;Sarandi
8977;91050-350;Jardim Lindóia
8978;91450-157;Jardim Carvalho
8979;91787-778;Hípica
8980;91760-680;Ipanema
8981;91755-320;Aberta dos Morros
8982;91110-400;Sarandi
8983;91120-290;Sarandi
8984;91120-640;Sarandi
8985;91740-800;Vila Nova
8986;91060-170;São Sebastião
8987;91751-210;Ipanema
8988;91787-822;Hípica
8989;91170-430;Santa Rosa de Lima
8990;91180-041;Rubem Berta
8991;91750-740;Vila Nova
8992;91751-370;Cavalhada
8993;91755-054;Hípica
8994;90450-220;Mont Serrat
8995;91280-223;Mário Quintana
8996;91790-470;Restinga
8997;91350-090;Passo da Areia
8998;90690-270;Jardim Botânico
8999;91787-365;Belém Velho
9000;91780-350;Belém Novo
9001;91130-690;Sarandi
9002;91050-350;Jardim Lindóia
9003;91450-157;Jardim Carvalho
9004;91787-778;Hípica
9005;91760-680;Ipanema
9006;91755-320;Aberta dos Morros
9007;91110-400;Sarandi
9008;91120-290;Sarandi
9009;91120-640;Sarandi
9010;91740-800;Vila Nova
9011;91060-170;São Sebastião
9012;91751-210;Ipanema
9013;91787-822;Hípica
9014;91170-430;Santa Rosa de Lima
9015;91180-041;Rubem Berta
9016;91750-740;Vila Nova
9017;91751-370;Cavalhada
9018;91755-054;Hípica
9019;90450-220;Mont Serrat
9020;91280-223;Mário Quintana
9021;91790-470;Restinga
9022;91350-090;Passo da Areia
9023;90690-270;Jardim Botânico
9024;91787-365;Belém Velho
9025;91780-350;Belém Novo
9026;91130-690;Sarandi
9027;91050-350;Jardim Lindóia
9028;91450-157;Jardim Carvalho
9029;91787-778;Hípica
9030;91760-680;Ipanema
9031;91755-320;Aberta dos Morros
9032;91110-400;Sarandi
9033;91120-290;Sarandi
9034;91120-640;Sarandi
9035;91740-800;Vila Nova
9036;91060-170;São Sebastião
9037;91751-210;Ipanema
9038;91787-822;Hípica
9039;91170-430;Santa Rosa de Lima
9040;91180-041;Rubem Berta
9041;91750-740;Vila Nova
9042;91751-370;Cavalhada
9043;91755-054;Hípica
9044;90450-220;Mont Serrat
9045;91280-223;Mário Quintana
9046;91790-470;Restinga
9047;91350-090;Passo da Areia
9048;90690-270;Jardim Botânico
9049;91787-365;Belém Velho
9050;91780-350;Belém Novo
9051;91130-690;Sarandi
9052;91050-350;Jardim Lindóia
9053;91450-157;Jardim Carvalho
9054;91787-778;Hípica
9055;91760-680;Ipanema
9056;91755-320;Aberta dos Morros
9057;91110-400;Sarandi
9058;91120-290;Sarandi
9059;91120-640;Sarandi
9060;91740-800;Vila Nova
9061;91060-170;São Sebastião
9062;91751-210;Ipanema
9063;91787-822;Hípica
9064;91170-430;Santa Rosa de Lima
9065;91180-041;Rubem Berta
9066;91750-740;Vila Nova
9067;91751-370;Cavalhada
9068;91755-054;Hípica
9069;90450-220;Mont Serrat
9070;91280-223;Mário Quintana
9071;91790-470;Restinga
9072;91350-090;Passo da Areia
9073;90690-270;Jardim Botânico
9074;91787-365;Belém Velho
9075;91780-350;Belém Novo
9076;91130-690;Sarandi
9077;91050-350;Jardim Lindóia
9078;91450-157;Jardim Carvalho
9079;91787-778;Hípica
9080;91760-680;Ipanema
9081;91755-320;Aberta dos Morros
9082;91110-400;Sarandi
9083;91120-290;Sarandi
9084;91120-640;Sarandi
9085;91740-800;Vila Nova
9086;91060-170;São Sebastião
9087;91751-210;Ipanema
9088;91787-822;Hípica
9089;91170-430;Santa Rosa de Lima
9090;91180-041;Rubem Berta
9091;91750-740;Vila Nova
9092;91751-370;Cavalhada
9093;91755-054;Hípica
9094;90450-220;Mont Serrat
9095;91280-223;Mário Quintana
9096;91790-470;Restinga
9097;91350-090;Passo da Areia
9098;90690-270;Jardim Botânico
9099;91787-365;Belém Velho
9100;91780-350;Belém Novo
9101;91130-690;Sarandi
9102;91050-350;Jardim Lindóia
9103;91450-157;Jardim Carvalho
9104;91787-778;Hípica
9105;91760-680;Ipanema
9106;91755-320;Aberta dos Morros
9107;91110-400;Sarandi
9108;91120-290;Sarandi
9109;91120-640;Sarandi
9110;91740-800;Vila Nova
9111;91060-170;São Sebastião
9112;91751-210;Ipanema
9113;91787-822;Hípica
9114;91170-430;Santa Rosa de Lima
9115;91180-041;Rubem Berta
9116;91750-740;Vila Nova
9117;91751-370;Cavalhada
9118;91755-054;Hípica
9119;90450-220;Mont Serrat
9120;91280-223;Mário Quintana
9121;91790-470;Restinga
9122;91350-090;Passo da Areia
9123;90690-270;Jardim Botânico
9124;91787-365;Belém Velho
9125;91780-350;Belém Novo
9126;91130-690;Sarandi
9127;91050-350;Jardim Lindóia
9128;91450-157;Jardim Carvalho
9129;91787-778;Hípica
9130;91760-680;Ipanema
9131;91755-320;Aberta dos Morros
9132;91110-400;Sarandi
9133;91120-290;Sarandi
9134;91120-640;Sarandi
9135;91740-800;Vila Nova
9136;91060-170;São Sebastião
9137;91751-210;Ipanema
9138;91787-822;Hípica
9139;91170-430;Santa Rosa de Lima
9140;91180-041;Rubem Berta
9141;91750-740;Vila Nova
9142;91751-370;Cavalhada
9143;91755-054;Hípica
9144;90450-220;Mont Serrat
9145;91280-223;Mário Quintana
9146;91790-470;Restinga
9147;91350-090;Passo da Areia
9148;90690-270;Jardim Botânico
9149;91787-365;Belém Velho
9150;91780-350;Belém Novo
9151;91130-690;Sarandi
9152;91050-350;Jardim Lindóia
9153;91450-157;Jardim Carvalho
9154;91787-778;Hípica
9155;91760-680;Ipanema
9156;91755-320;Aberta dos Morros
9157;91110-400;Sarandi
9158;91120-290;Sarandi
9159;91120-640;Sarandi
9160;91740-800;Vila Nova
9161;91060-170;São Sebastião
9162;91751-210;Ipanema
9163;91787-822;Hípica
9164;91170-430;Santa Rosa de Lima
9165;91180-041;Rubem Berta
9166;91750-740;Vila Nova
9167;91751-370;Cavalhada
9168;91755-054;Hípica
9169;90450-220;Mont Serrat
9170;91280-223;Mário Quintana
9171;91790-470;Restinga
9172;91350-090;Passo da Areia
9173;90690-270;Jardim Botânico
9174;91787-365;Belém Velho
9175;91780-350;Belém Novo
9176;91130-690;Sarandi
9177;91050-350;Jardim Lindóia
9178;91450-157;Jardim Carvalho
9179;91787-778;Hípica
9180;91760-680;Ipanema
9181;91755-320;Aberta dos Morros
9182;91110-400;Sarandi
9183;91120-290;Sarandi
9184;91120-640;Sarandi
9185;91740-800;Vila Nova
9186;91060-170;São Sebastião
9187;91751-210;Ipanema
9188;91787-822;Hípica
9189;91170-430;Santa Rosa de Lima
9190;91180-041;Rubem Berta
9191;91750-740;Vila Nova
9192;91751-370;Cavalhada
9193;91755-054;Hípica
9194;90450-220;Mont Serrat
9195;91280-223;Mário Quintana
9196;91790-470;Restinga
9197;91350-090;Passo da Areia
9198;90690-270;Jardim Botânico
9199;91787-365;Belém Velho
9200;91780-350;Belém Novo
9201;91130-690;Sarandi
9202;91050-350;Jardim Lindóia
9203;91450-157;Jardim Carvalho
9204;91787-778;Hípica
9205;91760-680;Ipanema
9206;91755-320;Aberta dos Morros
9207;91110-400;Sarandi
9208;91120-290;Sarandi
9209;91120-640;Sarandi
9210;91740-800;Vila Nova
9211;91060-170;São Sebastião
9212;91751-210;Ipanema
9213;91787-822;Hípica
9214;91170-430;Santa Rosa de Lima
9215;91180-041;Rubem Berta
9216;91750-740;Vila Nova
9217;91751-370;Cavalhada
9218;91755-054;Hípica
9219;90450-220;Mont Serrat
9220;91280-223;Mário Quintana
9221;91790-470;Restinga
9222;91350-090;Passo da Areia
9223;90690-270;Jardim Botânico
9224;91787-365;Belém Velho
9225;91780-350;Belém Novo
9226;91130-690;Sarandi
9227;91050-350;Jardim Lindóia
9228;91450-157;Jardim Carvalho
9229;91787-778;Hípica
9230;91760-680;Ipanema
9231;91755-320;Aberta dos Morros
9232;91110-400;Sarandi
9233;91120-290;Sarandi
9234;91120-640;Sarandi
9235;91740-800;Vila Nova
9236;91060-170;São Sebastião
9237;91751-210;Ipanema
9238;91787-822;Hípica
9239;91170-430;Santa Rosa de Lima
9240;91180-041;Rubem Berta
9241;91750-740;Vila Nova
9242;91751-370;Cavalhada
9243;91755-054;Hípica
9244;90450-220;Mont Serrat
9245;91280-223;Mário Quintana
9246;91790-470;Restinga
9247;91350-090;Passo da Areia
9248;90690-270;Jardim Botânico
9249;91787-365;Belém Velho
9250;91780-350;Belém Novo
9251;91130-690;Sarandi
9252;91050-350;Jardim Lindóia
9253;91450-157;Jardim Carvalho
9254;91787-778;Hípica
9255;91760-680;Ipanema
9256;91755-320;Aberta dos Morros
9257;91110-400;Sarandi
9258;91120-290;Sarandi
9259;91120-640;Sarandi
9260;91740-800;Vila Nova
9261;91060-170;São Sebastião
9262;91751-210;Ipanema
9263;91787-822;Hípica
9264;91170-430;Santa Rosa de Lima
9265;91180-041;Rubem Berta
9266;91750-740;Vila Nova
9267;91751-370;Cavalhada
9268;91755-054;Hípica
9269;90450-220;Mont Serrat
9270;91280-223;Mário Quintana
9271;91790-470;Restinga
9272;91350-090;Passo da Areia
9273;90690-270;Jardim Botânico
9274;91787-365;Belém Velho
9275;91780-350;Belém Novo
9276;91130-690;Sarandi
9277;91050-350;Jardim Lindóia
9278;91450-157;Jardim Carvalho
9279;91787-778;Hípica
9280;91760-680;Ipanema
9281;91755-320;Aberta dos Morros
9282;91110-400;Sarandi
9283;91120-290;Sarandi
9284;91120-640;Sarandi
9285;91740-800;Vila Nova
9286;91060-170;São Sebastião
9287;91751-210;Ipanema
9288;91787-822;Hípica
9289;91170-430;Santa Rosa de Lima
9290;91180-041;Rubem Berta
9291;91750-740;Vila Nova
9292;91751-370;Cavalhada
9293;91755-054;Hípica
9294;90450-220;Mont Serrat
9295;91280-223;Mário Quintana
9296;91790-470;Restinga
9297;91350-090;Passo da Areia
9298;90690-270;Jardim Botânico
9299;91787-365;Belém Velho
9300;91780-350;Belém Novo
9301;91130-690;Sarandi
9302;91050-350;Jardim Lindóia
9303;91450-157;Jardim Carvalho
9304;91787-778;Hípica
9305;91760-680;Ipanema
9306;91755-320;Aberta dos Morros
9307;91110-400;Sarandi
9308;91120-290;Sarandi
9309;91120-640;Sarandi
9310;91740-800;Vila Nova
9311;91060-170;São Sebastião
9312;91751-210;Ipanema
9313;91787-822;Hípica
9314;91170-430;Santa Rosa de Lima
9315;91180-041;Rubem Berta
9316;91750-740;Vila Nova
9317;91751-370;Cavalhada
9318;91755-054;Hípica
9319;90450-220;Mont Serrat
9320;91280-223;Mário Quintana
9321;91790-470;Restinga
9322;91350-090;Passo da Areia
9323;90690-270;Jardim Botânico
9324;91787-365;Belém Velho
9325;91780-350;Belém Novo
9326;91130-690;Sarandi
9327;91050-350;Jardim Lindóia
9328;91450-157;Jardim Carvalho
9329;91787-778;Hípica
9330;91760-680;Ipanema
9331;91755-320;Aberta dos Morros
9332;91110-400;Sarandi
9333;91120-290;Sarandi
9334;91120-640;Sarandi
9335;91740-800;Vila Nova
9336;91060-170;São Sebastião
9337;91751-210;Ipanema
9338;91787-822;Hípica
9339;91170-430;Santa Rosa de Lima
9340;91180-041;Rubem Berta
9341;91750-740;Vila Nova
9342;91751-370;Cavalhada
9343;91755-054;Hípica
9344;90450-220;Mont Serrat
9345;91280-223;Mário Quintana
9346;91790-470;Restinga
9347;91350-090;Passo da Areia
9348;90690-270;Jardim Botânico
9349;91787-365;Belém Velho
9350;91780-350;Belém Novo
9351;91130-690;Sarandi
9352;91050-350;Jardim Lindóia
9353;91450-157;Jardim Carvalho
9354;91787-778;Hípica
9355;91760-680;Ipanema
9356;91755-320;Aberta dos Morros
9357;91110-400;Sarandi
9358;91120-290;Sarandi
9359;91120-640;Sarandi
9360;91740-800;Vila Nova
9361;91060-170;São Sebastião
9362;91751-210;Ipanema
9363;91787-822;Hípica
9364;91170-430;Santa Rosa de Lima
9365;91180-041;Rubem Berta
9366;91750-740;Vila Nova
9367;91751-370;Cavalhada
9368;91755-054;Hípica
9369;90450-220;Mont Serrat
9370;91280-223;Mário Quintana
9371;91790-470;Restinga
9372;91350-090;Passo da Areia
9373;90690-270;Jardim Botânico
9374;91787-365;Belém Velho
9375;91780-350;Belém Novo
9376;91130-690;Sarandi
9377;91050-350;Jardim Lindóia
9378;91450-157;Jardim Carvalho
9379;91787-778;Hípica
